Id,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,img,seg
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"[[[ 36  51  44]
  [ 56  65  60]
  [ 38  47  44]
  ...
  [ 90  90 102]
  [101 103 115]
  [110 114 126]]

 [[ 35  41  37]
  [ 59  64  60]
  [ 44  50  48]
  ...
  [ 98  98 108]
  [ 99 102 111]
  [113 117 128]]

 [[ 40  36  35]
  [ 52  51  49]
  [ 70  74  73]
  ...
  [109 109 117]
  [ 95  98 105]
  [110 117 125]]

 ...

 [[116 122 136]
  [113 119 133]
  [112 118 132]
  ...
  [ 96  96  96]
  [ 69  69  69]
  [ 76  74  75]]

 [[115 121 135]
  [119 125 139]
  [119 125 139]
  ...
  [ 88  88  88]
  [ 81  79  80]
  [ 81  79  80]]

 [[112 118 132]
  [118 124 138]
  [115 121 135]
  ...
  [ 67  65  66]
  [ 84  82  83]
  [ 63  61  62]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[[233 241 254]
  [235 243 255]
  [232 238 254]
  ...
  [129 150 197]
  [201 216 255]
  [174 180 230]]

 [[233 243 255]
  [235 243 255]
  [230 238 251]
  ...
  [177 205 252]
  [195 225 255]
  [138 164 199]]

 [[231 241 253]
  [234 244 255]
  [231 241 253]
  ...
  [ 43  68 122]
  [111 145 182]
  [140 177 204]]

 ...

 [[112 127 106]
  [102 120  98]
  [ 92 114  91]
  ...
  [124 139 134]
  [120 131 125]
  [147 158 150]]

 [[ 91 104  86]
  [ 65  80  61]
  [ 84 103  83]
  ...
  [120 135 128]
  [124 137 130]
  [ 96 109 102]]

 [[ 89 103  86]
  [ 78  92  75]
  [ 59  76  58]
  ...
  [108 124 114]
  [110 123 116]
  [ 95 110 105]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[[[120  97  89]
  [121  98  90]
  [121  99  88]
  ...
  [119 101  91]
  [118 100  90]
  [117  99  89]]

 [[121  98  90]
  [122 100  89]
  [123  99  89]
  ...
  [120 102  92]
  [119 101  91]
  [118 100  90]]

 [[122 100  89]
  [123 101  90]
  [124 100  90]
  ...
  [120 102  92]
  [120 102  92]
  [120 102  92]]

 ...

 [[ 17  17  17]
  [ 17  17  17]
  [ 17  17  17]
  ...
  [ 50  49  44]
  [ 34  31  26]
  [ 32  28  25]]

 [[ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]
  ...
  [ 36  35  30]
  [ 26  25  20]
  [ 32  28  25]]

 [[ 15  15  15]
  [ 16  16  16]
  [ 16  16  16]
  ...
  [ 18  17  13]
  [ 30  29  25]
  [ 42  41  36]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[[[187 219 230]
  [183 215 226]
  [185 215 225]
  ...
  [ 46  58  54]
  [ 33  45  41]
  [ 32  44  40]]

 [[190 222 233]
  [187 220 229]
  [189 219 229]
  ...
  [ 48  60  56]
  [ 46  58  54]
  [ 51  63  59]]

 [[183 216 225]
  [186 219 228]
  [191 221 231]
  ...
  [ 43  55  51]
  [ 47  59  55]
  [ 54  66  62]]

 ...

 [[ 86  87  82]
  [ 96  97  92]
  [101 102  97]
  ...
  [ 94  95  90]
  [ 90  91  86]
  [ 87  88  83]]

 [[ 91  92  87]
  [ 97  98  93]
  [101 102  97]
  ...
  [ 96  97  91]
  [ 93  94  88]
  [ 88  89  83]]

 [[ 94  95  90]
  [ 91  92  87]
  [ 88  89  84]
  ...
  [ 92  93  87]
  [ 90  91  85]
  [ 87  88  82]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"[[[252 252 252]
  [252 252 252]
  [252 252 252]
  ...
  [203 171 176]
  [204 169 176]
  [200 165 172]]

 [[252 252 252]
  [252 252 252]
  [252 252 252]
  ...
  [202 167 173]
  [203 168 174]
  [202 167 173]]

 [[252 252 252]
  [252 252 252]
  [252 252 252]
  ...
  [204 169 175]
  [206 171 177]
  [206 169 176]]

 ...

 [[218 228 178]
  [133 138  97]
  [ 63  61  36]
  ...
  [101 113  89]
  [ 82  93  76]
  [ 75  85  74]]

 [[126 122  93]
  [227 218 185]
  [ 90  80  45]
  ...
  [105 119  93]
  [ 75  88  70]
  [ 79  91  79]]

 [[115 100  93]
  [242 226 201]
  [168 153 110]
  ...
  [ 78  92  66]
  [ 61  76  55]
  [ 73  87  72]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[[ 83  73  74]
  [ 84  74  75]
  [ 81  71  72]
  ...
  [135 139 142]
  [199 204 197]
  [130 136 124]]

 [[ 85  75  76]
  [ 83  73  74]
  [ 80  70  71]
  ...
  [217 220 227]
  [177 181 180]
  [137 142 135]]

 [[ 74  65  66]
  [ 74  65  66]
  [ 67  59  57]
  ...
  [226 228 241]
  [168 172 175]
  [225 230 226]]

 ...

 [[118 119 124]
  [ 72  68  91]
  [ 76  73  84]
  ...
  [134 111 103]
  [172 150 139]
  [176 154 143]]

 [[100 101 106]
  [ 84  80 105]
  [ 88  82  96]
  ...
  [154 134 125]
  [146 126 119]
  [166 146 139]]

 [[158 158 160]
  [ 92  88 105]
  [ 33  25  36]
  ...
  [184 161 153]
  [172 152 143]
  [164 144 137]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [  2   2   2]
  [  3   3   3]
  [  3   3   3]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [  1   1   1]
  [  2   2   2]
  [  3   3   3]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [  3   3   3]
  [  5   5   5]
  [  7   7   7]]

 ...

 [[142 142 142]
  [141 141 141]
  [149 149 149]
  ...
  [117 117 117]
  [143 143 143]
  [166 166 166]]

 [[152 152 152]
  [151 151 151]
  [129 129 129]
  ...
  [170 170 170]
  [157 157 157]
  [147 147 147]]

 [[154 154 154]
  [178 178 178]
  [ 91  91  91]
  ...
  [156 156 156]
  [141 141 141]
  [132 132 132]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"[[[109 189 224]
  [110 190 225]
  [112 190 226]
  ...
  [ 27  62 118]
  [ 26  61 117]
  [ 27  62 118]]

 [[115 195 230]
  [107 187 222]
  [108 187 220]
  ...
  [ 21  58 113]
  [ 18  55 110]
  [ 16  55 112]]

 [[109 187 223]
  [112 190 226]
  [107 186 219]
  ...
  [ 34  75 129]
  [ 30  71 127]
  [ 28  71 126]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  1   1   1]
  ...
  [ 98 136 139]
  [ 77 115 118]
  [100 138 139]]

 [[  0   0   0]
  [  0   0   0]
  [  1   1   1]
  ...
  [110 147 153]
  [103 140 146]
  [124 162 165]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [113 146 155]
  [104 138 147]
  [118 152 161]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[[  7   9   8]
  [  7   9   8]
  [  8  10   9]
  ...
  [149 152 171]
  [176 174 195]
  [198 195 216]]

 [[  7   9   8]
  [  7   9   8]
  [  8  10   9]
  ...
  [154 157 176]
  [202 203 223]
  [207 205 226]]

 [[  7   9   8]
  [  7   9   8]
  [  8  10   9]
  ...
  [145 148 167]
  [196 197 217]
  [190 188 209]]

 ...

 [[170 170 168]
  [172 172 170]
  [168 168 166]
  ...
  [173 169 170]
  [178 174 175]
  [177 173 174]]

 [[169 168 166]
  [173 172 170]
  [167 166 164]
  ...
  [177 173 174]
  [176 172 173]
  [172 168 169]]

 [[171 167 166]
  [170 166 165]
  [168 164 163]
  ...
  [180 176 177]
  [177 173 174]
  [173 169 170]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
19,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[[1 1 3]
  [1 1 3]
  [1 1 3]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[1 1 3]
  [1 1 3]
  [1 1 3]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[1 1 3]
  [1 1 3]
  [1 1 3]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[1 1 3]
  [1 1 3]
  [1 1 3]
  ...
  [2 2 4]
  [0 0 2]
  [4 4 6]]

 [[1 1 3]
  [1 1 3]
  [1 1 3]
  ...
  [2 2 4]
  [0 0 2]
  [4 4 6]]

 [[1 1 3]
  [1 1 3]
  [1 1 3]
  ...
  [2 2 4]
  [0 0 2]
  [4 4 6]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[[[143 161 225]
  [144 162 226]
  [146 164 226]
  ...
  [175 205 255]
  [174 204 254]
  [174 204 254]]

 [[144 162 226]
  [145 163 227]
  [146 164 226]
  ...
  [175 205 255]
  [174 204 254]
  [174 204 254]]

 [[145 163 227]
  [145 163 227]
  [146 164 228]
  ...
  [175 205 255]
  [174 204 254]
  [175 205 255]]

 ...

 [[188 188 190]
  [192 192 194]
  [204 204 206]
  ...
  [147 147 145]
  [164 164 162]
  [183 184 179]]

 [[175 175 177]
  [195 195 197]
  [208 208 210]
  ...
  [178 178 176]
  [142 143 138]
  [171 170 166]]

 [[209 209 211]
  [216 216 218]
  [199 199 201]
  ...
  [152 152 150]
  [180 179 175]
  [161 160 156]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"[[[205 206 198]
  [159 159 171]
  [165 168 199]
  ...
  [ 43   4   7]
  [ 44   8  10]
  [ 44   8  10]]

 [[195 200 177]
  [169 175 165]
  [169 174 178]
  ...
  [ 39   4   8]
  [ 36   1   5]
  [ 42   7  11]]

 [[226 237 194]
  [243 253 216]
  [195 204 177]
  ...
  [ 40  14  15]
  [ 25   1   1]
  [ 27   3   3]]

 ...

 [[252 250 238]
  [248 247 242]
  [253 253 253]
  ...
  [ 25  34  39]
  [ 28  37  42]
  [ 20  29  34]]

 [[223 221 206]
  [232 229 220]
  [253 252 248]
  ...
  [ 31  36  42]
  [ 27  32  38]
  [ 15  20  26]]

 [[255 254 234]
  [252 250 237]
  [255 254 249]
  ...
  [ 45  44  52]
  [ 34  34  42]
  [ 16  16  24]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
